date,fear_greed_index
2017.1.3,70
2017.1.4,70
2017.1.5,70
2017.1.6,68
2017.1.9,62
2017.1.10,62
2017.1.11,61
2017.1.12,55
2017.1.13,58
2017.1.17,58
2017.1.18,55
2017.1.19,53
2017.1.20,53
2017.1.23,55
2017.1.24,59
2017.1.25,55
2017.1.26,58
2017.1.27,60
2017.1.30,55
2017.1.31,54
2017.2.1,55
2017.2.2,51
2017.2.3,60
2017.2.6,57
2017.2.7,57
2017.2.8,61
2017.2.9,66
2017.2.10,70
2017.2.13,72
2017.2.14,78
2017.2.15,80
2017.2.16,79
2017.2.17,78
2017.2.21,83
2017.2.22,80
2017.2.23,75
2017.2.24,68
2017.2.27,71
2017.2.28,64
2017.3.1,81
2017.3.2,78
2017.3.3,77
2017.3.6,69
2017.3.7,65
2017.3.8,65
2017.3.9,62
2017.3.10,65
2017.3.13,64
2017.3.14,58
2017.3.15,50
2017.3.16,51
2017.3.17,45
2017.3.20,43
2017.3.21,37
2017.3.22,32
2017.3.23,31
2017.3.24,31
2017.3.27,27
2017.3.28,39
2017.3.29,39
2017.3.30,43
2017.3.31,47
2017.4.3,45
2017.4.4,43
2017.4.5,43
2017.4.6,43
2017.4.7,40
2017.4.10,32
2017.4.11,31
2017.4.12,28
2017.4.13,25
2017.4.17,30
2017.4.18,32
2017.4.19,30
2017.4.20,34
2017.4.21,37
2017.4.24,39
2017.4.25,46
2017.4.26,48
2017.4.27,50
2017.4.28,49
2017.5.1,51
2017.5.2,47
2017.5.3,47
2017.5.4,45
2017.5.5,47
2017.5.8,55
2017.5.9,61
2017.5.10,61
2017.5.11,63
2017.5.12,62
2017.5.15,54
2017.5.16,66
2017.5.17,45
2017.5.18,47
2017.5.19,49
2017.5.22,52
2017.5.23,49
2017.5.24,54
2017.5.25,57
2017.5.26,58
2017.5.30,52
2017.5.31,50
2017.6.1,58
2017.6.2,57
2017.6.5,58
2017.6.6,55
2017.6.7,55
2017.6.8,55
2017.6.9,54
2017.6.12,53
2017.6.13,55
2017.6.14,52
2017.6.15,52
2017.6.16,50
2017.6.19,57
2017.6.20,50
2017.6.21,47
2017.6.22,50
2017.6.23,52
2017.6.26,53
2017.6.27,48
2017.6.28,60
2017.6.29,47
2017.6.30,49
2017.7.3,52
2017.7.5,57
2017.7.6,44
2017.7.7,49
2017.7.10,46
2017.7.11,44
2017.7.12,47
2017.7.13,54
2017.7.14,64
2017.7.17,67
2017.7.18,74
2017.7.19,69
2017.7.20,73
2017.7.21,73
2017.7.24,73
2017.7.25,70
2017.7.26,75
2017.7.27,73
2017.7.28,69
2017.7.31,66
2017.8.1,66
2017.8.2,61
2017.8.3,59
2017.8.4,64
2017.8.7,58
2017.8.8,52
2017.8.9,41
2017.8.10,31
2017.8.11,25
2017.8.14,36
2017.8.15,27
2017.8.16,32
2017.8.17,17
2017.8.18,17
2017.8.21,15
2017.8.22,23
2017.8.23,19
2017.8.24,22
2017.8.25,29
2017.8.28,35
2017.8.29,29
2017.8.30,34
2017.8.31,43
2017.9.1,49
2017.9.5,62
2017.9.6,41
2017.9.7,38
2017.9.8,38
2017.9.11,59
2017.9.12,59
2017.9.13,67
2017.9.14,68
2017.9.15,77
2017.9.18,80
2017.9.19,81
2017.9.20,79
2017.9.21,73
2017.9.22,70
2017.9.25,72
2017.9.26,67
2017.9.27,73
2017.9.28,79
2017.9.29,84
2017.10.2,91
2017.10.3,92
2017.10.4,91
2017.10.5,94
2017.10.6,92
2017.10.9,84
2017.10.10,85
2017.10.11,83
2017.10.12,79
2017.10.13,74
2017.10.16,78
2017.10.17,78
2017.10.18,82
2017.10.19,83
2017.10.20,89
2017.10.23,80
2017.10.24,75
2017.10.25,75
2017.10.26,71
2017.10.27,74
2017.10.30,65
2017.10.31,69
2017.11.1,69
2017.11.2,66
2017.11.3,66
2017.11.6,58
2017.11.7,61
2017.11.8,54
2017.11.9,54
2017.11.10,59
2017.11.13,49
2017.11.14,49
2017.11.15,36
2017.11.16,50
2017.11.17,44
2017.11.20,51
2017.11.21,54
2017.11.22,54
2017.11.24,59
2017.11.27,51
2017.11.28,60
2017.11.29,67
2017.11.30,73
2017.12.1,70
2017.12.4,64
2017.12.5,60
2017.12.6,62
2017.12.7,60
2017.12.8,62
2017.12.11,62
2017.12.12,67
2017.12.13,67
2017.12.14,69
2017.12.15,68
2017.12.18,74
2017.12.19,72
2017.12.20,72
2017.12.21,68
2017.12.22,66
2017.12.26,64
2017.12.27,61
2017.12.28,58
2017.12.29,53
2018.1.2,67
2018.1.3,67
2018.1.4,72
2018.1.5,75
2018.1.8,75
2018.1.9,75
2018.1.10,75
2018.1.11,77
2018.1.12,79
2018.1.16,75
2018.1.17,75
2018.1.18,72
2018.1.19,80
2018.1.22,78
2018.1.23,78
2018.1.24,78
2018.1.25,77
2018.1.26,79
2018.1.29,62
2018.1.30,61
2018.1.31,61
2018.2.1,58
2018.2.2,17
2018.2.5,18
2018.2.6,18
2018.2.7,16
2018.2.8,10
2018.2.9,10
2018.2.12,13
2018.2.13,10
2018.2.14,15
2018.2.15,18
2018.2.16,18
2018.2.20,17
2018.2.21,15
2018.2.22,18
2018.2.23,18
2018.2.26,20
2018.2.27,17
2018.2.28,15
2018.3.1,8
2018.3.2,10
2018.3.5,14
2018.3.6,26
2018.3.7,23
2018.3.8,25
2018.3.9,44
2018.3.12,40
2018.3.13,36
2018.3.14,29
2018.3.15,21
2018.3.16,19
2018.3.19,14
2018.3.20,16
2018.3.21,16
2018.3.22,11
2018.3.23,7
2018.3.26,8
2018.3.27,6
2018.3.28,7
2018.3.29,8
2018.4.2,7
2018.4.3,9
2018.4.4,11
2018.4.5,13
2018.4.6,9
2018.4.9,12
2018.4.10,14
2018.4.11,18
2018.4.12,22
2018.4.13,23
2018.4.16,25
2018.4.17,28
2018.4.18,32
2018.4.19,32
2018.4.20,38
2018.4.23,40
2018.4.24,32
2018.4.25,38
2018.4.26,42
2018.4.27,40
2018.4.30,42
2018.5.1,38
2018.5.2,39
2018.5.3,32
2018.5.4,40
2018.5.7,41
2018.5.8,49
2018.5.9,49
2018.5.10,53
2018.5.11,54
2018.5.14,54
2018.5.15,55
2018.5.16,53
2018.5.17,53
2018.5.18,52
2018.5.21,56
2018.5.22,59
2018.5.23,54
2018.5.24,48
2018.5.25,44
2018.5.29,34
2018.5.30,42
2018.5.31,43
2018.6.1,52
2018.6.4,55
2018.6.5,58
2018.6.6,65
2018.6.7,62
2018.6.8,63
2018.6.11,64
2018.6.12,65
2018.6.13,64
2018.6.14,63
2018.6.15,61
2018.6.18,61
2018.6.19,53
2018.6.20,57
2018.6.21,52
2018.6.22,52
2018.6.25,42
2018.6.26,47
2018.6.27,36
2018.6.28,39
2018.6.29,34
2018.7.2,35
2018.7.3,32
2018.7.5,33
2018.7.6,40
2018.7.9,47
2018.7.10,45
2018.7.11,41
2018.7.12,49
2018.7.13,47
2018.7.16,45
2018.7.17,49
2018.7.18,56
2018.7.19,50
2018.7.20,53
2018.7.23,58
2018.7.24,64
2018.7.25,70
2018.7.26,72
2018.7.27,67
2018.7.30,64
2018.7.31,66
2018.8.1,66
2018.8.2,68
2018.8.3,71
2018.8.6,72
2018.8.7,73
2018.8.8,74
2018.8.9,70
2018.8.10,56
2018.8.13,56
2018.8.14,58
2018.8.15,46
2018.8.16,51
2018.8.17,54
2018.8.20,61
2018.8.21,61
2018.8.22,61
2018.8.23,59
2018.8.24,68
2018.8.27,77
2018.8.28,78
2018.8.29,78
2018.8.30,73
2018.8.31,71
2018.9.4,67
2018.9.5,62
2018.9.6,53
2018.9.7,52
2018.9.10,56
2018.9.11,59
2018.9.12,59
2018.9.13,72
2018.9.14,73
2018.9.17,67
2018.9.18,73
2018.9.19,71
2018.9.20,74
2018.9.21,75
2018.9.24,70
2018.9.25,64
2018.9.26,53
2018.9.27,48
2018.9.28,47
2018.10.1,49
2018.10.2,45
2018.10.3,51
2018.10.4,43
2018.10.5,33
2018.10.8,28
2018.10.9,23
2018.10.10,8
2018.10.11,5
2018.10.12,11
2018.10.15,11
2018.10.16,13
2018.10.17,14
2018.10.18,12
2018.10.19,14
2018.10.22,16
2018.10.23,12
2018.10.24,6
2018.10.25,9
2018.10.26,7
2018.10.29,7
2018.10.30,7
2018.10.31,7
2018.11.1,6
2018.11.2,8
2018.11.5,9
2018.11.6,12
2018.11.7,25
2018.11.8,29
2018.11.9,18
2018.11.12,11
2018.11.13,10
2018.11.14,7
2018.11.15,10
2018.11.16,10
2018.11.19,8
2018.11.20,7
2018.11.21,13
2018.11.23,9
2018.11.26,17
2018.11.27,19
2018.11.28,21
2018.11.29,23
2018.11.30,22
2018.12.3,20
2018.12.4,20
2018.12.6,15
2018.12.7,11
2018.12.10,9
2018.12.11,8
2018.12.12,10
2018.12.13,11
2018.12.14,8
2018.12.17,10
2018.12.18,8
2018.12.19,8
2018.12.20,5
2018.12.21,3
2018.12.24,2
2018.12.26,4
2018.12.27,8
2018.12.28,12
2018.12.31,12
2019.1.2,12
2019.1.3,10
2019.1.4,16
2019.1.7,19
2019.1.8,22
2019.1.9,27
2019.1.10,31
2019.1.11,30
2019.1.14,28
2019.1.15,31
2019.1.16,36
2019.1.17,44
2019.1.18,51
2019.1.22,51
2019.1.23,55
2019.1.24,58
2019.1.25,58
2019.1.28,55
2019.1.29,55
2019.1.30,58
2019.1.31,58
2019.2.1,61
2019.2.4,62
2019.2.5,64
2019.2.6,63
2019.2.7,63
2019.2.8,63
2019.2.11,62
2019.2.12,67
2019.2.13,65
2019.2.14,67
2019.2.15,67
2019.2.19,69
2019.2.20,70
2019.2.21,70
2019.2.22,69
2019.2.25,70
2019.2.26,70
2019.2.27,72
2019.2.28,72
2019.3.1,71
2019.3.4,65
2019.3.5,63
2019.3.6,61
2019.3.7,58
2019.3.8,55
2019.3.11,59
2019.3.12,59
2019.3.13,60
2019.3.14,60
2019.3.15,65
2019.3.18,67
2019.3.19,67
2019.3.20,64
2019.3.21,64
2019.3.22,59
2019.3.25,55
2019.3.26,51
2019.3.27,52
2019.3.28,48
2019.3.29,49
2019.4.1,56
2019.4.2,56
2019.4.3,64
2019.4.4,70
2019.4.5,74
2019.4.8,72
2019.4.9,70
2019.4.10,72
2019.4.11,68
2019.4.12,72
2019.4.15,70
2019.4.16,69
2019.4.17,71
2019.4.18,70
2019.4.22,71
2019.4.23,73
2019.4.24,70
2019.4.25,71
2019.4.26,72
2019.4.29,69
2019.4.30,65
2019.5.1,65
2019.5.2,59
2019.5.3,58
2019.5.6,40
2019.5.7,42
2019.5.8,42
2019.5.9,40
2019.5.10,41
2019.5.13,35
2019.5.14,35
2019.5.15,35
2019.5.16,37
2019.5.17,36
2019.5.20,33
2019.5.21,34
2019.5.22,32
2019.5.23,28
2019.5.24,27
2019.5.28,23
2019.5.29,25
2019.5.30,24
2019.5.31,24
2019.6.3,25
2019.6.4,28
2019.6.5,29
2019.6.6,29
2019.6.7,32
2019.6.10,37
2019.6.11,36
2019.6.12,34
2019.6.13,39
2019.6.14,38
2019.6.17,40
2019.6.18,44
2019.6.19,42
2019.6.20,45
2019.6.21,52
2019.6.24,50
2019.6.25,44
2019.6.26,48
2019.6.27,47
2019.6.28,50
2019.7.1,55
2019.7.2,62
2019.7.3,62
2019.7.5,61
2019.7.8,59
2019.7.9,56
2019.7.10,58
2019.7.11,62
2019.7.12,64
2019.7.15,57
2019.7.16,55
2019.7.17,47
2019.7.18,47
2019.7.19,44
2019.7.22,44
2019.7.23,50
2019.7.24,57
2019.7.25,55
2019.7.26,60
2019.7.29,58
2019.7.30,53
2019.7.31,48
2019.8.1,43
2019.8.2,36
2019.8.5,22
2019.8.6,27
2019.8.7,25
2019.8.8,25
2019.8.9,25
2019.8.12,23
2019.8.13,27
2019.8.14,21
2019.8.15,19
2019.8.16,20
2019.8.19,26
2019.8.20,23
2019.8.21,25
2019.8.22,25
2019.8.23,18
2019.8.26,19
2019.8.27,16
2019.8.28,18
2019.8.29,26
2019.8.30,23
2019.9.3,25
2019.9.4,28
2019.9.5,39
2019.9.6,35
2019.9.9,45
2019.9.10,55
2019.9.11,57
2019.9.12,65
2019.9.13,68
2019.9.16,67
2019.9.17,66
2019.9.18,66
2019.9.19,63
2019.9.20,58
2019.9.23,59
2019.9.24,54
2019.9.25,59
2019.9.26,57
2019.9.27,52
2019.9.30,54
2019.10.1,48
2019.10.2,34
2019.10.3,29
2019.10.4,32
2019.10.7,30
2019.10.8,29
2019.10.9,30
2019.10.10,36
2019.10.11,42
2019.10.14,42
2019.10.15,42
2019.10.16,47
2019.10.17,50
2019.10.18,50
2019.10.21,56
2019.10.22,59
2019.10.23,55
2019.10.24,57
2019.10.25,62
2019.10.28,67
2019.10.29,71
2019.10.30,75
2019.10.31,72
2019.11.1,80
2019.11.4,86
2019.11.5,89
2019.11.6,88
2019.11.7,91
2019.11.8,91
2019.11.11,89
2019.11.12,88
2019.11.13,87
2019.11.14,83
2019.11.15,87
2019.11.18,83
2019.11.19,80
2019.11.20,74
2019.11.21,70
2019.11.22,69
2019.11.25,70
2019.11.26,69
2019.11.27,78
2019.11.29,79
2019.12.2,74
2019.12.3,63
2019.12.4,67
2019.12.5,67
2019.12.6,70
2019.12.9,68
2019.12.10,65
2019.12.11,61
2019.12.12,74
2019.12.13,75
2019.12.16,82
2019.12.17,85
2019.12.18,87
2019.12.19,90
2019.12.20,91
2019.12.23,92
2019.12.24,91
2019.12.26,93
2019.12.27,91
2019.12.30,90
2019.12.31,93